NONCODE-ID	RNA-Length	UNIPROT-ID	Protein-Lenght	Organisms
n5450	187	P57784	85	Mus musculus
n5450	187	P62305	88	Mus musculus
n5450	187	P62307	88	Mus musculus
n5450	187	P62315	115	Mus musculus
n5450	187	P62317	114	Mus musculus
n5450	187	P62320	121	Mus musculus
n5450	187	P84104	160	Mus musculus
n5450	187	Q505Q1	244	Mus musculus
n5450	187	Q8K4Z5	493	Mus musculus
n5450	187	Q8VE18	1501	Mus musculus
n5450	187	Q8VE97	987	Mus musculus
n5450	187	Q99NB9	599	Mus musculus
n5450	187	Q9CQI7	872	Mus musculus
n5450	187	Q9D883	181	Mus musculus
n5451	3350	P11632	3674	Saccharomyces cerevisiae
n5451	3350	P11633	89	Saccharomyces cerevisiae
n5451	3350	P15938	323	Saccharomyces cerevisiae
n5451	3350	P19735	471	Saccharomyces cerevisiae
n5451	3350	P20053	594	Saccharomyces cerevisiae
n5451	3350	P25337	203	Saccharomyces cerevisiae
n5451	3350	P32639	294	Saccharomyces cerevisiae
n5451	3350	P33334	579	Saccharomyces cerevisiae
n5451	3350	P33399	2409	Saccharomyces cerevisiae
n5451	3350	P33411	271	Saccharomyces cerevisiae
n5451	3350	P36048	521	Saccharomyces cerevisiae
n5451	3350	P38203	377	Saccharomyces cerevisiae
n5451	3350	P38282	90	Saccharomyces cerevisiae
n5451	3350	P39990	625	Saccharomyces cerevisiae
n5451	3350	P40070	795	Saccharomyces cerevisiae
n5451	3350	P40089	182	Saccharomyces cerevisiae
n5451	3350	P47093	589	Saccharomyces cerevisiae
n5451	3350	P49704	82	Saccharomyces cerevisiae
n5451	3350	P49960	967	Saccharomyces cerevisiae
n5451	3350	P53905	281	Saccharomyces cerevisiae
n5451	3350	P57743	361	Saccharomyces cerevisiae
n5451	3350	Q00723	517	Saccharomyces cerevisiae
n5451	3350	Q03338	176	Saccharomyces cerevisiae
n5451	3350	Q06406	106	Saccharomyces cerevisiae
n5451	3350	Q06819	628	Saccharomyces cerevisiae
n5451	3350	Q12368	939	Saccharomyces cerevisiae
n5451	3350	Q12420	190	Saccharomyces cerevisiae
n5543	925	O00425	171	Homo sapiens
n5543	925	O75817	2132	Homo sapiens
n5543	925	O95707	355	Homo sapiens
n5543	925	P26599	471	Homo sapiens
n5543	925	P31483	268	Homo sapiens
n5543	925	P35637	339	Homo sapiens
n5543	925	P78345	656	Homo sapiens
n5543	925	Q01844	217	Homo sapiens
n5543	925	Q13148	1086	Homo sapiens
n5543	925	Q15717	789	Homo sapiens
n5543	925	Q49AS9	163	Homo sapiens
n5543	925	Q99575	806	Homo sapiens
n5543	925	Q9BUL9	1300	Homo sapiens
n5543	925	Q9H633	516	Homo sapiens
n5543	925	Q9Y6M1	135	Homo sapiens
n5560	164	O96828	572	Drosophila melanogaster
n5560	164	P17133	1067	Drosophila melanogaster
n5560	164	P43332	97	Drosophila melanogaster
n5560	164	Q32KG2	344	Drosophila melanogaster
n5560	164	Q7KTD2	491	Drosophila melanogaster
n5560	164	Q9V3W7	1829	Drosophila melanogaster
n5561	164	O96828	572	Drosophila melanogaster
n5561	164	P17133	1067	Drosophila melanogaster
n5561	164	P43332	97	Drosophila melanogaster
n5561	164	Q32KG2	344	Drosophila melanogaster
n5561	164	Q7KTD2	491	Drosophila melanogaster
n5561	164	Q9V3W7	1829	Drosophila melanogaster
n5562	164	O96828	572	Drosophila melanogaster
n5562	164	P17133	1067	Drosophila melanogaster
n5562	164	P43332	97	Drosophila melanogaster
n5562	164	Q32KG2	344	Drosophila melanogaster
n5562	164	Q7KTD2	491	Drosophila melanogaster
n5562	164	Q9V3W7	1829	Drosophila melanogaster
n5563	3364	O96828	572	Drosophila melanogaster
n5563	3364	P17133	1067	Drosophila melanogaster
n5563	3364	P43332	97	Drosophila melanogaster
n5563	3364	Q32KG2	344	Drosophila melanogaster
n5563	3364	Q7KTD2	491	Drosophila melanogaster
n5563	3364	Q9V3W7	1829	Drosophila melanogaster
n5564	164	O96828	572	Drosophila melanogaster
n5564	164	P17133	1067	Drosophila melanogaster
n5564	164	P43332	97	Drosophila melanogaster
n5564	164	Q32KG2	344	Drosophila melanogaster
n5564	164	Q7KTD2	491	Drosophila melanogaster
n5564	164	Q9V3W7	1829	Drosophila melanogaster
n5574	2542	P11531	2171	Mus musculus
n5574	2542	P84104	160	Mus musculus
n5574	2542	P97440	1688	Mus musculus
n5574	2542	Q8VE97	987	Mus musculus
n557	1788	P0A6M8	420	Escherichia coli
n557	1788	P0AGD7	553	Escherichia coli
n557	1788	P10121	390	Escherichia coli
n558	3334	D3QQ79	298	Escherichia coli
n558	3334	P0A6X3	700	Escherichia coli
n559	3828	P0A6X3	700	Escherichia coli
n559	3828	P0ACF0	235	Escherichia coli
n559	3828	P0ACF4	86	Escherichia coli
n559	3828	P10151	493	Escherichia coli
n560	3560	M1FYN7	208	Escherichia coli
n560	3560	P00579	800	Escherichia coli
n560	3560	P0A8T7	115	Escherichia coli
n5612	1834	P05455	754	Homo sapiens
n5612	1834	P10155	310	Homo sapiens
n5622	3345	O75533	257	Homo sapiens
n5622	3345	P04637	773	Homo sapiens
n5622	3345	P07910	329	Homo sapiens
n5622	3345	P08047	302	Homo sapiens
n5622	3345	P08579	781	Homo sapiens
n5622	3345	P09661	155	Homo sapiens
n5622	3345	P14678	724	Homo sapiens
n5622	3345	P26368	386	Homo sapiens
n5622	3345	P62304	323	Homo sapiens
n5622	3345	P62310	81	Homo sapiens
n5622	3345	P62312	98	Homo sapiens
n5622	3345	P62314	76	Homo sapiens
n5622	3345	P62316	115	Homo sapiens
n5622	3345	P62318	114	Homo sapiens
n5622	3345	Q01081	296	Homo sapiens
n5622	3345	Q12766	507	Homo sapiens
n5622	3345	Q12874	1534	Homo sapiens
n5622	3345	Q13435	455	Homo sapiens
n5622	3345	Q13838	278	Homo sapiens
n5622	3345	Q15427	150	Homo sapiens
n5622	3345	Q15428	419	Homo sapiens
n5622	3345	Q15459	457	Homo sapiens
n5622	3345	Q3MI39	469	Homo sapiens
n5622	3345	Q7L014	108	Homo sapiens
n5622	3345	Q9H0E3	235	Homo sapiens
n5622	3345	Q9H0W8	1044	Homo sapiens
n5622	3345	Q9UHX1	623	Homo sapiens
n5622	3345	Q9UK45	555	Homo sapiens
n5622	3345	Q9Y333	525	Homo sapiens
n5622	3345	Q9Y3B4	91	Homo sapiens
n5622	3345	Q9Y4Z0	87	Homo sapiens
n5623	144	O43172	320	Homo sapiens
n5623	144	O43447	386	Homo sapiens
n5623	144	O75940	136	Homo sapiens
n5623	144	P14678	724	Homo sapiens
n5623	144	P55769	112	Homo sapiens
n5623	144	P62304	323	Homo sapiens
n5623	144	P62310	81	Homo sapiens
n5623	144	P62312	98	Homo sapiens
n5623	144	P62314	76	Homo sapiens
n5623	144	P62316	115	Homo sapiens
n5623	144	P62318	114	Homo sapiens
n5623	144	Q12766	507	Homo sapiens
n5623	144	Q15410	301	Homo sapiens
n5623	144	Q8TEQ6	565	Homo sapiens
n5623	144	Q8WWY3	795	Homo sapiens
n5623	144	Q96RK9	337	Homo sapiens
n5623	144	Q99613	1020	Homo sapiens
n5623	144	Q9H0W8	1044	Homo sapiens
n5623	144	Q9UK45	555	Homo sapiens
n5623	144	Q9Y333	525	Homo sapiens
n5623	144	Q9Y4Z0	87	Homo sapiens
n5625	545	P38199	501	Saccharomyces cerevisiae
n5627	100	Q07807	257	Saccharomyces cerevisiae
n5628	189	P11938	95	Saccharomyces cerevisiae
n5628	189	P33399	2409	Saccharomyces cerevisiae
n5628	189	Q07807	257	Saccharomyces cerevisiae
n562	3345	P0A6X3	700	Escherichia coli
n5726	2729	P26599	471	Homo sapiens
n5726	2729	Q13148	1086	Homo sapiens
n5726	2729	Q15717	789	Homo sapiens
n5726	2729	Q49AS9	163	Homo sapiens
n5731	205	Q00416	583	Saccharomyces cerevisiae
n5732	225	Q00416	583	Saccharomyces cerevisiae
n5732	225	Q07807	257	Saccharomyces cerevisiae
n5788	65	P84104	160	Mus musculus
n5788	65	Q8VE97	987	Mus musculus
n5789	98	P84104	160	Mus musculus
n5819	328	P15646	248	Saccharomyces cerevisiae
n5819	328	P25635	410	Saccharomyces cerevisiae
n5819	328	P32899	596	Saccharomyces cerevisiae
n5819	328	P33750	247	Saccharomyces cerevisiae
n5819	328	P34247	484	Saccharomyces cerevisiae
n5819	328	P38882	572	Saccharomyces cerevisiae
n5819	328	P39990	625	Saccharomyces cerevisiae
n5819	328	P40055	192	Saccharomyces cerevisiae
n5819	328	P42945	317	Saccharomyces cerevisiae
n5819	328	P47083	643	Saccharomyces cerevisiae
n5819	328	P53276	616	Saccharomyces cerevisiae
n5819	328	P53941	111	Saccharomyces cerevisiae
n5819	328	Q02354	142	Saccharomyces cerevisiae
n5819	328	Q02931	467	Saccharomyces cerevisiae
n5819	328	Q04177	488	Saccharomyces cerevisiae
n5819	328	Q04217	639	Saccharomyces cerevisiae
n5819	328	Q04305	1263	Saccharomyces cerevisiae
n5819	328	Q04500	625	Saccharomyces cerevisiae
n5819	328	Q05022	1356	Saccharomyces cerevisiae
n5819	328	Q05946	227	Saccharomyces cerevisiae
n5819	328	Q06506	82	Saccharomyces cerevisiae
n5819	328	Q06679	569	Saccharomyces cerevisiae
n5819	328	Q08492	340	Saccharomyces cerevisiae
n5819	328	Q12136	872	Saccharomyces cerevisiae
n5819	328	Q12220	606	Saccharomyces cerevisiae
n5819	328	Q12460	583	Saccharomyces cerevisiae
n5819	328	Q12499	500	Saccharomyces cerevisiae
n5819	328	Q99207	207	Saccharomyces cerevisiae
n5820	190	P33399	2409	Saccharomyces cerevisiae
n5820	190	Q02555	432	Saccharomyces cerevisiae
n5820	190	Q12499	500	Saccharomyces cerevisiae
n5821	128	A6ZPU3	222	Saccharomyces cerevisiae
n5821	128	P33399	2409	Saccharomyces cerevisiae
n5821	128	Q02555	432	Saccharomyces cerevisiae
n5821	128	Q12499	500	Saccharomyces cerevisiae
n5847	3104	P27048	527	Mus musculus
n5847	3104	P57784	85	Mus musculus
n5847	3104	P62305	88	Mus musculus
n5847	3104	P62307	88	Mus musculus
n5847	3104	P62315	115	Mus musculus
n5847	3104	P62317	114	Mus musculus
n5847	3104	P62320	121	Mus musculus
n5847	3104	P63163	236	Mus musculus
n5847	3104	P84104	160	Mus musculus
n5847	3104	Q62241	610	Mus musculus
n5847	3104	Q62376	224	Mus musculus
n5847	3104	Q6PDM2	2331	Mus musculus
n5847	3104	Q8VE18	1501	Mus musculus
n5945	340	P30620	632	Saccharomyces cerevisiae
n5970	351	Q00416	583	Saccharomyces cerevisiae
n5970	351	Q07807	257	Saccharomyces cerevisiae
n5971	2001	Q00416	583	Saccharomyces cerevisiae
n5971	2001	Q07807	257	Saccharomyces cerevisiae
n6004	161	Q07807	257	Saccharomyces cerevisiae
n6005	1301	P17214	444	Saccharomyces cerevisiae
n6005	1301	P32807	2159	Saccharomyces cerevisiae
n6005	1301	P38996	571	Saccharomyces cerevisiae
n6005	1301	P53617	709	Saccharomyces cerevisiae
n6005	1301	Q03096	892	Saccharomyces cerevisiae
n6005	1301	Q04437	509	Saccharomyces cerevisiae
n6005	1301	Q07807	257	Saccharomyces cerevisiae
n6005	1301	Q0P7C9	234	Saccharomyces cerevisiae
n6006	161	Q07807	257	Saccharomyces cerevisiae
n6007	3105	P17214	444	Saccharomyces cerevisiae
n6007	3105	P32807	2159	Saccharomyces cerevisiae
n6007	3105	P38996	571	Saccharomyces cerevisiae
n6007	3105	P53617	709	Saccharomyces cerevisiae
n6007	3105	Q03096	892	Saccharomyces cerevisiae
n6007	3105	Q04437	509	Saccharomyces cerevisiae
n6007	3105	Q07807	257	Saccharomyces cerevisiae
n6007	3105	Q0P7C9	234	Saccharomyces cerevisiae
n6008	1171	P19736	895	Saccharomyces cerevisiae
n6008	1171	P21372	537	Saccharomyces cerevisiae
n6008	1171	P32524	445	Saccharomyces cerevisiae
n6008	1171	P32581	276	Saccharomyces cerevisiae
n6008	1171	P33334	579	Saccharomyces cerevisiae
n6008	1171	P33399	2409	Saccharomyces cerevisiae
n6008	1171	P40018	122	Saccharomyces cerevisiae
n6008	1171	P40204	89	Saccharomyces cerevisiae
n6008	1171	P40565	372	Saccharomyces cerevisiae
n6008	1171	P40567	144	Saccharomyces cerevisiae
n6008	1171	P43321	1765	Saccharomyces cerevisiae
n6008	1171	P49955	723	Saccharomyces cerevisiae
n6008	1171	P53617	709	Saccharomyces cerevisiae
n6008	1171	P53830	571	Saccharomyces cerevisiae
n6008	1171	P54999	286	Saccharomyces cerevisiae
n6008	1171	Q02260	652	Saccharomyces cerevisiae
n6008	1171	Q02554	436	Saccharomyces cerevisiae
n6008	1171	Q04693	895	Saccharomyces cerevisiae
n6008	1171	Q06217	284	Saccharomyces cerevisiae
n6008	1171	Q07350	139	Saccharomyces cerevisiae
n6008	1171	Q08963	210	Saccharomyces cerevisiae
n6008	1171	Q99181	281	Saccharomyces cerevisiae
n6009	3171	P19736	895	Saccharomyces cerevisiae
n6009	3171	P21372	537	Saccharomyces cerevisiae
n6009	3171	P32524	445	Saccharomyces cerevisiae
n6009	3171	P32581	276	Saccharomyces cerevisiae
n6009	3171	P33334	579	Saccharomyces cerevisiae
n6009	3171	P33399	2409	Saccharomyces cerevisiae
n6009	3171	P40018	122	Saccharomyces cerevisiae
n6009	3171	P40204	89	Saccharomyces cerevisiae
n6009	3171	P40565	372	Saccharomyces cerevisiae
n6009	3171	P40567	144	Saccharomyces cerevisiae
n6009	3171	P43321	1765	Saccharomyces cerevisiae
n6009	3171	P49955	723	Saccharomyces cerevisiae
n6009	3171	P53617	709	Saccharomyces cerevisiae
n6009	3171	P53830	571	Saccharomyces cerevisiae
n6009	3171	P54999	286	Saccharomyces cerevisiae
n6009	3171	Q02260	652	Saccharomyces cerevisiae
n6009	3171	Q02554	436	Saccharomyces cerevisiae
n6009	3171	Q04693	895	Saccharomyces cerevisiae
n6009	3171	Q06217	284	Saccharomyces cerevisiae
n6009	3171	Q07350	139	Saccharomyces cerevisiae
n6009	3171	Q07807	257	Saccharomyces cerevisiae
n6009	3171	Q08963	210	Saccharomyces cerevisiae
n6009	3171	Q99181	281	Saccharomyces cerevisiae
n6020	187	P19735	471	Saccharomyces cerevisiae
n6020	187	P20053	594	Saccharomyces cerevisiae
n6020	187	P23394	703	Saccharomyces cerevisiae
n6020	187	P25337	203	Saccharomyces cerevisiae
n6020	187	P32581	276	Saccharomyces cerevisiae
n6020	187	P32639	294	Saccharomyces cerevisiae
n6020	187	P33334	579	Saccharomyces cerevisiae
n6020	187	P33399	2409	Saccharomyces cerevisiae
n6020	187	P33411	271	Saccharomyces cerevisiae
n6020	187	P36048	521	Saccharomyces cerevisiae
n6020	187	P38203	377	Saccharomyces cerevisiae
n6020	187	P38282	90	Saccharomyces cerevisiae
n6020	187	P39990	625	Saccharomyces cerevisiae
n6020	187	P40018	122	Saccharomyces cerevisiae
n6020	187	P40070	795	Saccharomyces cerevisiae
n6020	187	P40089	182	Saccharomyces cerevisiae
n6020	187	P40204	89	Saccharomyces cerevisiae
n6020	187	P40968	328	Saccharomyces cerevisiae
n6020	187	P43321	1765	Saccharomyces cerevisiae
n6020	187	P47093	589	Saccharomyces cerevisiae
n6020	187	P49704	82	Saccharomyces cerevisiae
n6020	187	P53905	281	Saccharomyces cerevisiae
n6020	187	P54999	286	Saccharomyces cerevisiae
n6020	187	P57743	361	Saccharomyces cerevisiae
n6020	187	Q00723	517	Saccharomyces cerevisiae
n6020	187	Q02260	652	Saccharomyces cerevisiae
n6020	187	Q03338	176	Saccharomyces cerevisiae
n6020	187	Q06217	284	Saccharomyces cerevisiae
n6020	187	Q06406	106	Saccharomyces cerevisiae
n6020	187	Q06819	628	Saccharomyces cerevisiae
n6020	187	Q12368	939	Saccharomyces cerevisiae
n6020	187	Q12420	190	Saccharomyces cerevisiae
n6022	89	Q12499	500	Saccharomyces cerevisiae
n6023	67	Q12499	500	Saccharomyces cerevisiae
n6028	882	G5EGR6	1033	Caenorhabditis elegans
n6029	1642	Q07807	257	Saccharomyces cerevisiae
n6030	176	Q07807	257	Saccharomyces cerevisiae
n6032	190	P33399	2409	Saccharomyces cerevisiae
n6032	190	Q02555	432	Saccharomyces cerevisiae
n6032	190	Q12499	500	Saccharomyces cerevisiae
n6034	1104	P33399	2409	Saccharomyces cerevisiae
n6034	1104	Q02555	432	Saccharomyces cerevisiae
n6034	1104	Q12499	500	Saccharomyces cerevisiae
n6035	194	P33399	2409	Saccharomyces cerevisiae
n6036	194	P33399	2409	Saccharomyces cerevisiae
n6077	80	Q07807	257	Saccharomyces cerevisiae
n6118	3388	P30620	632	Saccharomyces cerevisiae
n6118	3388	Q07807	257	Saccharomyces cerevisiae
n6119	568	P32581	276	Saccharomyces cerevisiae
n6119	568	P32605	641	Saccharomyces cerevisiae
n6119	568	P33203	617	Saccharomyces cerevisiae
n6119	568	P33334	579	Saccharomyces cerevisiae
n6119	568	P39682	798	Saccharomyces cerevisiae
n6119	568	P40018	122	Saccharomyces cerevisiae
n6119	568	P40204	89	Saccharomyces cerevisiae
n6119	568	P43321	1765	Saccharomyces cerevisiae
n6119	568	P53207	204	Saccharomyces cerevisiae
n6119	568	P53617	709	Saccharomyces cerevisiae
n6119	568	P54999	286	Saccharomyces cerevisiae
n6119	568	Q00539	2227	Saccharomyces cerevisiae
n6119	568	Q00916	410	Saccharomyces cerevisiae
n6119	568	Q02260	652	Saccharomyces cerevisiae
n6119	568	Q03776	465	Saccharomyces cerevisiae
n6119	568	Q03782	540	Saccharomyces cerevisiae
n6119	568	Q05900	1724	Saccharomyces cerevisiae
n6119	568	Q06217	284	Saccharomyces cerevisiae
n6119	568	Q07508	262	Saccharomyces cerevisiae
n6120	568	P32581	276	Saccharomyces cerevisiae
n6120	568	P32605	641	Saccharomyces cerevisiae
n6120	568	P33203	617	Saccharomyces cerevisiae
n6120	568	P33334	579	Saccharomyces cerevisiae
n6120	568	P39682	798	Saccharomyces cerevisiae
n6120	568	P40018	122	Saccharomyces cerevisiae
n6120	568	P40204	89	Saccharomyces cerevisiae
n6120	568	P43321	1765	Saccharomyces cerevisiae
n6120	568	P53207	204	Saccharomyces cerevisiae
n6120	568	P53617	709	Saccharomyces cerevisiae
n6120	568	P54999	286	Saccharomyces cerevisiae
n6120	568	Q00539	2227	Saccharomyces cerevisiae
n6120	568	Q00916	410	Saccharomyces cerevisiae
n6120	568	Q02260	652	Saccharomyces cerevisiae
n6120	568	Q03776	465	Saccharomyces cerevisiae
n6120	568	Q03782	540	Saccharomyces cerevisiae
n6120	568	Q05900	1724	Saccharomyces cerevisiae
n6120	568	Q06217	284	Saccharomyces cerevisiae
n6120	568	Q07508	262	Saccharomyces cerevisiae
n6130	245	P21538	809	Saccharomyces cerevisiae
n6130	245	Q00416	583	Saccharomyces cerevisiae
n6131	245	P21538	809	Saccharomyces cerevisiae
n6131	245	Q00416	583	Saccharomyces cerevisiae
n6133	197	Q07807	257	Saccharomyces cerevisiae
n6134	1614	P19735	471	Saccharomyces cerevisiae
n6134	1614	P20053	594	Saccharomyces cerevisiae
n6134	1614	P23394	703	Saccharomyces cerevisiae
n6134	1614	P25337	203	Saccharomyces cerevisiae
n6134	1614	P32581	276	Saccharomyces cerevisiae
n6134	1614	P32639	294	Saccharomyces cerevisiae
n6134	1614	P33334	579	Saccharomyces cerevisiae
n6134	1614	P33399	2409	Saccharomyces cerevisiae
n6134	1614	P33411	271	Saccharomyces cerevisiae
n6134	1614	P36048	521	Saccharomyces cerevisiae
n6134	1614	P38203	377	Saccharomyces cerevisiae
n6134	1614	P38282	90	Saccharomyces cerevisiae
n6134	1614	P39990	625	Saccharomyces cerevisiae
n6134	1614	P40018	122	Saccharomyces cerevisiae
n6134	1614	P40070	795	Saccharomyces cerevisiae
n6134	1614	P40089	182	Saccharomyces cerevisiae
n6134	1614	P40204	89	Saccharomyces cerevisiae
n6134	1614	P40968	328	Saccharomyces cerevisiae
n6134	1614	P43321	1765	Saccharomyces cerevisiae
n6134	1614	P47093	589	Saccharomyces cerevisiae
n6134	1614	P49704	82	Saccharomyces cerevisiae
n6134	1614	P53905	281	Saccharomyces cerevisiae
n6134	1614	P54999	286	Saccharomyces cerevisiae
n6134	1614	P57743	361	Saccharomyces cerevisiae
n6134	1614	Q00723	517	Saccharomyces cerevisiae
n6134	1614	Q02260	652	Saccharomyces cerevisiae
n6134	1614	Q03338	176	Saccharomyces cerevisiae
n6134	1614	Q06217	284	Saccharomyces cerevisiae
n6134	1614	Q06406	106	Saccharomyces cerevisiae
n6134	1614	Q06819	628	Saccharomyces cerevisiae
n6134	1614	Q12368	939	Saccharomyces cerevisiae
n6134	1614	Q12420	190	Saccharomyces cerevisiae
n6135	180	P19735	471	Saccharomyces cerevisiae
n6135	180	P20053	594	Saccharomyces cerevisiae
n6135	180	P23394	703	Saccharomyces cerevisiae
n6135	180	P25337	203	Saccharomyces cerevisiae
n6135	180	P32581	276	Saccharomyces cerevisiae
n6135	180	P32639	294	Saccharomyces cerevisiae
n6135	180	P33334	579	Saccharomyces cerevisiae
n6135	180	P33399	2409	Saccharomyces cerevisiae
n6135	180	P33411	271	Saccharomyces cerevisiae
n6135	180	P36048	521	Saccharomyces cerevisiae
n6135	180	P38203	377	Saccharomyces cerevisiae
n6135	180	P38282	90	Saccharomyces cerevisiae
n6135	180	P39990	625	Saccharomyces cerevisiae
n6135	180	P40018	122	Saccharomyces cerevisiae
n6135	180	P40070	795	Saccharomyces cerevisiae
n6135	180	P40089	182	Saccharomyces cerevisiae
n6135	180	P40204	89	Saccharomyces cerevisiae
n6135	180	P40968	328	Saccharomyces cerevisiae
n6135	180	P43321	1765	Saccharomyces cerevisiae
n6135	180	P47093	589	Saccharomyces cerevisiae
n6135	180	P49704	82	Saccharomyces cerevisiae
n6135	180	P53905	281	Saccharomyces cerevisiae
n6135	180	P54999	286	Saccharomyces cerevisiae
n6135	180	P57743	361	Saccharomyces cerevisiae
n6135	180	Q00723	517	Saccharomyces cerevisiae
n6135	180	Q02260	652	Saccharomyces cerevisiae
n6135	180	Q03338	176	Saccharomyces cerevisiae
n6135	180	Q06217	284	Saccharomyces cerevisiae
n6135	180	Q06406	106	Saccharomyces cerevisiae
n6135	180	Q06819	628	Saccharomyces cerevisiae
n6135	180	Q12368	939	Saccharomyces cerevisiae
n6135	180	Q12420	190	Saccharomyces cerevisiae
n6136	215	P19735	471	Saccharomyces cerevisiae
n6136	215	P20053	594	Saccharomyces cerevisiae
n6136	215	P23394	703	Saccharomyces cerevisiae
n6136	215	P25337	203	Saccharomyces cerevisiae
n6136	215	P32581	276	Saccharomyces cerevisiae
n6136	215	P32639	294	Saccharomyces cerevisiae
n6136	215	P33334	579	Saccharomyces cerevisiae
n6136	215	P33399	2409	Saccharomyces cerevisiae
n6136	215	P33411	271	Saccharomyces cerevisiae
n6136	215	P36048	521	Saccharomyces cerevisiae
n6136	215	P38203	377	Saccharomyces cerevisiae
n6136	215	P38282	90	Saccharomyces cerevisiae
n6136	215	P39990	625	Saccharomyces cerevisiae
n6136	215	P40018	122	Saccharomyces cerevisiae
n6136	215	P40070	795	Saccharomyces cerevisiae
n6136	215	P40089	182	Saccharomyces cerevisiae
n6136	215	P40204	89	Saccharomyces cerevisiae
n6136	215	P40968	328	Saccharomyces cerevisiae
n6136	215	P43321	1765	Saccharomyces cerevisiae
n6136	215	P47093	589	Saccharomyces cerevisiae
n6136	215	P49704	82	Saccharomyces cerevisiae
n6136	215	P53905	281	Saccharomyces cerevisiae
n6136	215	P54999	286	Saccharomyces cerevisiae
n6136	215	P57743	361	Saccharomyces cerevisiae
n6136	215	Q00723	517	Saccharomyces cerevisiae
n6136	215	Q02260	652	Saccharomyces cerevisiae
n6136	215	Q03338	176	Saccharomyces cerevisiae
n6136	215	Q06217	284	Saccharomyces cerevisiae
n6136	215	Q06406	106	Saccharomyces cerevisiae
n6136	215	Q06819	628	Saccharomyces cerevisiae
n6136	215	Q12368	939	Saccharomyces cerevisiae
n6136	215	Q12420	190	Saccharomyces cerevisiae
n6137	1346	P19735	471	Saccharomyces cerevisiae
n6137	1346	P20053	594	Saccharomyces cerevisiae
n6137	1346	P23394	703	Saccharomyces cerevisiae
n6137	1346	P25337	203	Saccharomyces cerevisiae
n6137	1346	P32581	276	Saccharomyces cerevisiae
n6137	1346	P32639	294	Saccharomyces cerevisiae
n6137	1346	P33334	579	Saccharomyces cerevisiae
n6137	1346	P33399	2409	Saccharomyces cerevisiae
n6137	1346	P33411	271	Saccharomyces cerevisiae
n6137	1346	P36048	521	Saccharomyces cerevisiae
n6137	1346	P38203	377	Saccharomyces cerevisiae
n6137	1346	P38282	90	Saccharomyces cerevisiae
n6137	1346	P39990	625	Saccharomyces cerevisiae
n6137	1346	P40018	122	Saccharomyces cerevisiae
